longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.26,32.81,25,2076,586,1060,554,2.8421,227800,NEAR OCEAN
-118.27,34.09,44,3646,912,1783,861,2.9709,225000,<1H OCEAN
-118.28,34.17,22,2664,651,1553,629,3.6354,256300,<1H OCEAN
-118.3,34.09,40,3058,1215,3953,1223,1.8156,218800,<1H OCEAN
-121.92,36.55,52,2616,483,582,313,3.275,500001,NEAR OCEAN
-122.26,38.28,24,2831,502,1462,503,4.5,158300,NEAR BAY
-121.34,38.05,16,667,92,267,90,5.6147,244700,INLAND
-121.51,38.55,46,1485,278,531,291,2.7885,137200,INLAND
-121.27,38.66,19,1891,266,678,255,6.1872,188700,INLAND
-122.91,39.18,43,89,18,86,27,2.0208,72500,INLAND
-119.22,34.18,17,3332,762,1797,673,4.4292,231200,NEAR OCEAN
-118.01,34.05,31,1135,355,1717,368,2.1602,161700,<1H OCEAN
-119.86,34.41,24,1576,580,1630,531,1.24,325000,NEAR OCEAN
-121.18,38.67,42,2101,480,945,426,2.3333,116000,INLAND
-122.55,38.01,27,3966,577,1657,611,6.3314,342200,NEAR BAY
-119.17,34.25,15,1329,282,1001,284,3.65,189300,NEAR OCEAN
-118.31,33.98,44,222,54,234,77,5.1136,111700,<1H OCEAN
-123.22,40.16,27,1848,449,396,150,2.8472,41300,INLAND
-118.99,35.33,36,1590,367,1311,390,1.6786,52900,INLAND
-118.33,34.18,45,1552,315,785,316,3.7411,235500,<1H OCEAN
-118.97,35.4,34,1859,323,854,309,3.1906,76200,INLAND
-117.13,32.72,19,1341,435,1048,360,1.975,117900,NEAR OCEAN
-124.11,40.95,19,1734,365,866,342,2.96,81700,NEAR OCEAN
-118.36,33.88,33,2408,534,1644,523,4.2454,236800,<1H OCEAN
-122.04,37.37,42,1125,273,616,258,3.6765,252800,<1H OCEAN
-122.24,37.8,47,2046,588,1213,554,2.6292,182700,NEAR BAY
-118.41,33.92,32,2590,607,1132,555,4.2333,358000,<1H OCEAN
-119.02,36.07,39,1173,269,702,232,1.6146,53100,INLAND
-117.03,33,6,6139,793,2693,770,7.7569,387400,<1H OCEAN
-117.57,34.02,5,6933,1311,3845,1285,4.6727,158900,INLAND
-121.99,38.15,36,263,73,88,42,2.5313,162500,INLAND
-118.37,34.15,29,2630,617,1071,573,3.3669,376100,<1H OCEAN
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367700,NEAR BAY
-121.33,38.56,17,3608,682,1694,666,3.311,109400,INLAND
-118.34,34.19,48,814,165,490,176,3.1406,223100,<1H OCEAN
-117.33,34.17,13,3616,665,2189,620,3.7949,106300,INLAND
-118.6,34.21,21,9512,2560,7282,2387,2.8039,227500,<1H OCEAN
-120.45,34.97,10,1897,354,1353,357,3.7679,131300,<1H OCEAN
-118.22,33.96,35,1437,474,2113,484,2.6179,158800,<1H OCEAN
-118.19,34.67,8,11275,1822,5731,1692,5.0285,167900,INLAND
-122.58,38.58,32,2723,637,1549,556,2.3942,183100,INLAND
-118.12,33.94,31,2210,519,1047,472,3.3292,271300,<1H OCEAN
-122.18,38.17,7,4093,651,2228,646,5.2523,161300,NEAR BAY
-117.83,33.77,26,4931,853,2249,818,4.275,285400,<1H OCEAN
-122.29,37.86,50,2485,607,1354,563,1.9483,150500,NEAR BAY
-119.29,36.55,21,2467,520,1721,515,2.5521,65600,INLAND
-120.94,37.68,4,13315,2424,6420,2289,4.2471,162100,INLAND
-122.76,38.35,30,2260,374,958,359,5.0323,222400,<1H OCEAN
-122.28,37.9,52,1369,249,490,248,4.1212,287500,NEAR BAY
-117.12,32.75,20,1406,413,850,412,2.3261,114600,NEAR OCEAN
-123.12,40.54,23,1091,217,539,201,1.8696,61500,INLAND
-118.31,33.91,36,961,173,625,179,4.2596,181100,<1H OCEAN
-117.57,33.88,35,1755,446,1453,428,2.316,119400,INLAND
-120.05,36.97,20,2029,427,983,401,1.8444,47100,INLAND
-118.18,34.03,44,1629,420,1893,387,2.2991,137500,<1H OCEAN
-121.18,38.78,13,3480,528,1432,532,6.1642,277800,INLAND
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,INLAND
-118.13,33.91,35,561,104,261,105,4.9375,183800,<1H OCEAN
-118.41,34.28,32,2574,531,2609,472,3.7566,146700,<1H OCEAN
-118.3,34.19,14,3615,913,1924,852,3.5083,280900,<1H OCEAN
-121.92,36.61,27,3044,661,1229,618,3.1359,268000,NEAR OCEAN
-118.16,34.02,47,1055,298,1303,302,2.6964,138800,<1H OCEAN
-118.01,34.14,23,3425,754,2202,729,3.52,187300,INLAND
-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100,<1H OCEAN
-122.36,38.03,32,2159,393,981,369,4.3173,175400,NEAR BAY
-121.97,37.97,24,1330,183,656,205,5.0092,244100,INLAND
-122.1,37.65,25,2538,494,1185,501,4.5417,194400,NEAR BAY
-119.75,36.75,50,1515,294,852,297,1.9955,54200,INLAND
-117.78,33.68,11,1994,477,849,411,4.0187,235600,<1H OCEAN
-122.87,38.62,52,1514,348,767,354,2.1903,160000,<1H OCEAN
-120.46,34.66,5,2904,702,1302,618,3.0081,135200,NEAR OCEAN
-122.13,38.02,52,2378,508,940,451,2.9583,166000,NEAR BAY
-118.05,34.06,32,2286,654,2991,655,2.1781,174500,<1H OCEAN
-122.05,38.25,39,199,36,101,38,6.2299,105400,INLAND
-122.25,37.46,33,6841,950,2681,980,7.1088,443300,NEAR OCEAN
-122.43,37.75,52,2721,581,1043,519,3.7545,383700,NEAR BAY
-117.38,33.97,29,1157,297,2027,253,1.6389,155000,INLAND
-122.44,37.73,52,866,205,587,171,5.0224,261900,NEAR BAY
-117.27,32.82,42,2820,488,1175,500,4.5083,405200,NEAR OCEAN
